rating,job_title,company,location,salary,lat,lng,AI,AWS,Azure,Big-Data,C/C++,Data-Analysis,Data-Mining,Data-Warehouse,Hadoop,Hive,Java,Kafka,Linux,MATLAB,Machine-Learning,Microsoft-Office,Microsoft-SQL-Server,Natural-Language-Processing,NoSQL,Oracle,Pig,Python,R,SAS,SQL,Scala,Scripting,Spark,Tableau,TensorFlow
,Internal Control Analyst,Hibbett Sports,0,,"37.2241234,",-95.74060259999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
,Jr. Army Aviation Systems Analyst - US Citizenship Required,"AVNIK Defense Solutions, Inc.","Huntsville, AL 35806",,"34.7018618,",-86.6910069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Intelligence Manager,Regions Bank,0,,"36.3036778,",-94.1860834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Computer and IT (CIT) Quality Assurance Analyst (QAA),Vectrus,0,,"38.8996411,",-104.8735324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst/Project Manager,NMR Consulting,0,,"38.8753461,",-77.46598449999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Process Analyst Principal_ITSS,SAIC,0,,"36.8965367,",-93.57061999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr. IT Business Systems Analyst – Global Supply Chain,Sanmina Corporation,0,,"32.9461451,",-96.91075090000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
,Civil Engineering (CE) Quality Assurance Analyst (QAA),Vectrus,0,,"38.8996411,",-104.8735324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Risk Credit Reporting Sr. Analyst,Regions Bank,0,,"36.3036778,",-94.1860834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Production Control Analyst,Tarkett,0,,"41.396787,",-81.468129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Quality Analyst/Principal Quality Analyst,Northrop Grumman,0,,"32.9271581,",-97.0138089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Compensation Analyst,Hargrove Engineers + Constructors,0,,"33.3657836,",-86.78622390000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Financial Analyst,"Torch Technologies, Inc.","Huntsville, AL 35802",,"34.6774505,",-86.5779171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Grandbridge Commercial Real Estate Analyst,BB&T,0,,"33.0270856,",-96.8345257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,CADD Business Analyst with Top Secret Clearance,NTT DATA Services,0,,"33.0855113,",-96.83730729999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Apache Analyst IV (Aviation- Data Support Technician),VT Group,0,,"34.674586,",-86.76201390000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Associate Director, Data Science - Custom Analytics",PRA Health Sciences,United States,,"38.952607,",-94.776349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Business Analyst,American Express Global Business Travel,United States,,"33.6205078,",-111.93061680000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Senior Sage 300 Consultant / Business Analyst - US Based Rem...,Net at Work,United States,,"40.755035,",-73.991803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst- Relocation to Saudi Arabia,Saudi Aramco,United States,,"40.76,",-73.97350899999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0
,Quality Analyst Sr,"QTC Management, Inc.",United States,,"34.1090729,",-117.82457350000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,Alaska Permanent Fund Corporation,"Juneau, AK 99801",,"58.3016707,",-134.42232019999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,NuAxis Innovations,0,,"38.9288005,",-77.24528070000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Northern Air Cargo,0,,"27.5365804,",-99.46975340000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst,Northrim Bank,"Anchorage, AK 99503",,"34.5000529,",-82.64954509999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Analyst IV,Petrotechnical Resources of Alaska,"Anchorage, AK",,"61.1877726,",-149.88400180000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
,Clinical Data Analyst,Kodiak Area Native Association,0,,"57.8117749,",-152.3551262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NAS Business Analyst,Aloha Air Cargo,0,,"33.9327362,",-118.39202879999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,IT Data Analyst,"Coeur Mining, Inc.",0,,"41.88059519999999,",-87.6246565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
,Public Health Data Analyst,Workplace Alaska,"Anchorage, AK",74130.0,"64.84038699999999,",-147.724514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
,Performance Improvement - Data Analyst,Yukon-Kuskokwim Health Corporation,0,,"60.78317329999999,",-161.7969814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,IT Project Manager/Business Analyst,CTG (Computer Task Group),"Anchorage, AK",,"44.0661095,",-92.50581559999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,CBD College,United States,,"34.062241,",-118.306148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Senior Financialforce PSA Consultant / Business Analyst - Re...,Platform 6 Ltd,United States,140000.0,"52.5070312,",-0.41523820000000006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Finance Business Analyst (SAP Implementation),Petrotechnical Resources of Alaska,"Anchorage, AK",,"61.1877726,",-149.88400180000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr. Business Analyst,Northern Air Cargo,0,,"27.5365804,",-99.46975340000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,NAS Sr. Business Analyst,Aloha Air Cargo,0,,"33.9327362,",-118.39202879999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Lead EHR Analyst,Norton Sound Health Corporation,0,90584.0,"64.5000585,",-165.387086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Resource Data,0,,"29.737308,",-95.57408000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr. Business Analyst,Resource Data,0,,"29.737308,",-95.57408000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Matanuska Electric Association is seeking a Senior GIS Data...,ALASKA POWER ASSOCIATION,"Anchorage, AK 99503",78087.0,"61.1810961,",-149.89625719999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,PROGRAM ANALYST,US Department of the Army,0,65914.5,"34.6645843,",-98.4156381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Principal HRIS Systems Analyst,Providence Health & Services,0,,"47.6516419,",-117.41367279999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,Business Analyst- Remote Opportunities,Guardian Life Insurance Company,United States,,"33.1038533,",-96.82379499999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,SmartRent,"Scottsdale, AZ",,"33.6568467,",-111.8665002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst/Project Manager,Xceed Search Partners,"Scottsdale, AZ",102500.0,"33.7423995,",-111.9798854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Lead Data Analyst,Freedom Financial Network,"Tempe, AZ 85282 (Cyprus Southwest area)",,"37.553403,",-122.30050200000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Business Analyst,SOLON Corporation,"Phoenix, AZ",,"33.46451080000001,",-112.08242859999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Intelligence Analyst – Sales Operations,Isagenix,"Gilbert, AZ",,"33.2843277,",-111.7859664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Sr. Business Analyst,Sunrun,"Scottsdale, AZ 85254 (Paradise Valley area)",,"32.5680311,",-97.0746922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,Product Management Business Analyst,"DBSI, Inc.","Tempe, AZ 85283",,"33.293242,",-111.961946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Scientist/Analyst,Variyasinc,"Tempe, AZ",,"39.2084033,",-76.79951329999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Data Analysis Specialist,Arizona State University,0,51000.0,"33.4242399,",-111.9280527,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,Data Analyst (Data Quality),TopLine Strategies,"Scottsdale, AZ 85254",102500.0,"33.5887178,",-111.9255313,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Data Analyst I,GlobalTranz,0,,"33.5434581,",-111.8752881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Data Analyst,Accelerate Diagnostics Inc.,0,,"32.1761395,",-110.92764440000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Data Analyst,JLL,0,,"32.8644482,",-96.8089646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Data Analyst,The Paragon Group,0,,"40.0199836,",-82.86577750000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,Data Analytics Analyst/Engineer,Park Computer Systems Inc,"Tempe, AZ",,"37.5214359,",-121.9939188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Data Analyst,University of Arizona,0,55000.0,"32.2318851,",-110.9501094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,"Sr Data Analyst, Investments",Northern Trust Corp.,0,,"41.8815778,",-87.6325827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Operations Data Analyst,MDSL,"Phoenix, AZ 85016 (Camelback East area)",,"33.5155258,",-112.0470434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Sr. Data Analyst (2 Positions Available),Freedom Financial Network,"Tempe, AZ 85282 (Cyprus Southwest area)",,"37.553403,",-122.30050200000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Data Mgmt Consultant 2 - Data Execution Services (DES) Analy...,Wells Fargo Bank,"Tempe, AZ 85282 (Cyprus Southwest area)",,"37.693507,",-97.2626093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,SCA Senior Provider Data Analyst,UnitedHealth Group,"Phoenix, AZ 85003",,"44.973048,",-89.636298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Analyst/Programmer,Corbins Electric,"Phoenix, AZ 85003",,"33.4028053,",-111.999073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,HealthCare Data Analyst,CVS Health,"Phoenix, AZ",,"40.4324635,",-79.7951908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
,Client Reporting Analyst,"All About People, Inc.","Phoenix, AZ 85021 (North Mountain area)",90000.0,"33.4950422,",-111.98548590000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Sr. Data Analyst (2 Positions Available),Bills.com,0,,"37.4508318,",-122.1147212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,Data Analyst,Make-A-Wish Foundation of America,0,,"37.7037689,",-97.331412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Analyst,"Maricopa County, AZ",0,66549.5,"33.2917968,",-112.42914640000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Data Analyst, Operations",Carvana,0,,"39.075531,",-94.60584899999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
,Junior Data Analyst,AppZen,"Tempe, AZ",,"37.418032,",-121.97918899999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
,FCC Data Analyst Senior,Western Alliance Bank,0,,"33.6531421,",-117.73355749999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Data and Reporting Analyst II,Magellan Health,0,,"38.747115,",-90.4657974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Healthcare Data Analyst,Valleywise Health System,"Tempe, AZ 85282",,"33.4573098,",-112.02611909999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Analyst,Carpeturn.com,"Phoenix, AZ 85007",,"33.42875,",-112.084199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Intelligence Analyst / Records Examiner - Analyst Supporting...,Forfeiture Support Associates,0,,"39.0600726,",-77.46235159999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,(Remote) Business/Data Analyst,Jobot,"Phoenix, AZ 85034 (Central City area)",75000.0,"33.4584366,",-112.0694707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Analyst,Education at Work,"Tempe, AZ 85281",,"33.4258679,",-111.9430904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Junior Business Analyst - Entry Level,Avenica,"Glendale, AZ",36000.0,"32.91099,",-96.877812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,American Express Global Business Travel,United States,,"33.6205078,",-111.93061680000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Tableau/SQL Business Intelligence - Sr Consultant,CVS Health,"Scottsdale, AZ",,"40.4324635,",-79.7951908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
,Healthcare Data Analyst,Valleywise Health,"Tempe, AZ 85282",,"33.4573098,",-112.02611909999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,SCA Senior Provider Data Analyst,UnitedHealth Group,0,,"44.973048,",-89.636298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Data and Reporting Analyst,Magellan Health,0,,"38.747115,",-90.4657974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Client Reporting Analyst II (Health Data Analytics),Blue Cross Blue Shield of Arizona,0,,"33.5583276,",-112.1111212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
,Healthcare Data Analyst,State of Arizona,0,60000.0,"34.0489281,",-111.0937311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,CLINICAL DATA ANALYST,Arizona Health Care Cost Containment System,0,74000.0,"33.4467061,",-112.0633794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Data Analyst/Programmer,Corbins Electric,0,,"33.4028053,",-111.999073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Operations Data & Reporting Analyst,MDSL,0,,"33.5155258,",-112.0470434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Operations Analyst - Reporting,LogistiCare,0,,"33.78948460000001,",-84.3839613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,Business / Data Analyst - consultant,Liberty Healthcare Corporation,0,,"40.0084734,",-75.21348859999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
,Business Analyst,Republic Services,"Scottsdale, AZ 85260 (North Scottsdale area)",,"37.2141258,",-95.5772066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Sr. Healthcare Business Analyst,Kforce,"Tempe, AZ 85280 (Broadmor area)",,"32.957903,",-96.82291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Technical Data Analyst (Business Systems Consultant 4),Wells Fargo Bank,"Chandler, AZ 85286",,"37.693507,",-97.2626093,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Medicaid Business Analyst,CVS Health,"Scottsdale, AZ",,"40.4324635,",-79.7951908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Centurion,"Tempe, AZ",,"37.6174563,",-122.38806240000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Analytic Consultant 4 - Analytic Quality Review (AQR),Wells Fargo Bank,"Tempe, AZ 85282 (Cyprus Southwest area)",,"37.693507,",-97.2626093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,Data Management Consultant 3 - Data Execution Services (DES)...,Wells Fargo Bank,"Tempe, AZ 85282 (Cyprus Southwest area)",,"37.693507,",-97.2626093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Business Analyst,Epitec,"Tempe, AZ",101940.8,"42.477853,",-83.28938199999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"CAO Data Strategy, Governance and Business Intelligence, Rep...",JPMorgan Chase,0,,"35.4934845,",-97.5521504,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
,Clinical Data Analyst,Gila River Health Care Corporation,0,,"33.0730306,",-111.75908179999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Tableau/BI Analyst,Park Computer Systems Inc,"Tempe, AZ",,"37.5214359,",-121.9939188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
,Data/Business Analyst,Kitchell Corporation,0,,"33.5047287,",-112.04478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Data Analyst,Cognizant Technology Solutions,0,,"36.3370104,",-94.2215798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Data Analyst I - Phoenix, AZ",Freeport-McMoRan Copper & Gold,0,,"32.6989433,",-108.1290797,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,"Business Analyst - North Phoenix, AZ",Albertsons Companies,0,,"33.7521169,",-96.5377483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Market Data Management Analyst,MDSL,0,,"33.5155258,",-112.0470434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Data Analyst,National Education Partners,"Scottsdale, AZ",,"38.900535,",-77.03057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
,"Data Scientist/Analyst ~ Tempe, AZ",Variyas Global Solutions Inc.,"Tempe, AZ",,"39.2084033,",-76.79951329999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,QA Analyst/Tester,Central Point Partners,"Phoenix, AZ",,"40.139878,",-82.925123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,GTR Business Analyst,American Express Global Business Travel,"Phoenix, AZ",,"33.6205078,",-111.93061680000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,Business Analyst,SmartRent,"Scottsdale, AZ",,"33.6568467,",-111.8665002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Data Quality & Integration Analyst,Equality Health,0,,"33.442299,",-112.069732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0
,Quality Assurance Analyst (Manaul Testing/ Software Validati...,Blue Cross Blue Shield of Arizona,0,,"33.5583276,",-112.1111212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,"Data Quality Analyst, Vice President",MUFG,0,,"29.7576377,",-95.3689383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,"Sr Data Analyst, Investments",Northern Trust,0,,"32.7916813,",-96.8062818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
,"Data Quality Analyst, AVP",MUFG,0,,"29.7576377,",-95.3689383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,"Data Management Business Analyst, Vice President",MUFG,0,,"29.7576377,",-95.3689383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,"Data Quality (DQ) Problem Management Analyst, Assistant Vice...",MUFG,0,,"29.7576377,",-95.3689383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
,Business Analyst - 80-100K,Quantum,0,,"37.724043,",-97.415992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Senior Quality Management Data Analyst,Steward Health Care Network,0,,"42.30065889999999,",-71.2180995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0
,"DATA APPLICATIONS ANALYST I, INFORMATION TECHNOLOGY SERVICES",State of Arizona,0,51500.0,"34.0489281,",-111.0937311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,Manager Business Intelligence & Database Services,Valleywise Health System,"Phoenix, AZ 85008 (Camelback East area)",,"33.4573098,",-112.02611909999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Sr Data Analyst (Analytic Cons 5),Wells Fargo Bank,"Chandler, AZ 85244",,"37.693507,",-97.2626093,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
